project_name,donor_number,chain_donated,token,amount,amountUSD,qf_eligible,badgeholder
human.tech,Donor 1144,1,ETH,0.00001,0.0232301,TRUE,FALSE
human.tech,Donor 1141,8453,USDC,1,0.999896,TRUE,FALSE
human.tech,Donor 1145,10,VELO,0.15,0.0025536165,TRUE,FALSE
human.tech,Donor 1145,137,POL,0.08,0.00771392,TRUE,FALSE
human.tech,Donor 1146,42161,USDC,5,4.99985,FALSE,FALSE
human.tech,Donor 1145,8453,ETH,0.00008,0.1863712,TRUE,FALSE
human.tech,Donor 1147,1,ETH,0.0001,0.232964,FALSE,FALSE
human.tech,Donor 1148,42161,USDC,0.01,0.00999923,FALSE,FALSE
human.tech,Donor 1149,8453,USDC,0.01,0.00999923,TRUE,FALSE
human.tech,Donor 1150,8453,DEGEN,0.01,0.0000067131,TRUE,FALSE
human.tech,Donor 1151,8453,USDC,0.3,0.2999769,FALSE,FALSE
human.tech,Donor 1152,8453,ETH,0.00044,1.022736,TRUE,FALSE
LIF: Legitimate Intervention Framework,Donor 1153,8453,USDC,77,76.993455,TRUE,FALSE
Blobscan,Donor 1153,8453,USDC,1.1,1.0999065,TRUE,FALSE
human.tech,Donor 1154,10,ETH,0.00008,0.1862288,FALSE,FALSE
The Red Guild: security as a public good,Donor 1155,42161,USDC,10,9.9987,TRUE,FALSE
human.tech,Donor 1156,8453,USDC,0.05,0.04999285,FALSE,FALSE
human.tech,Donor 1157,137,POL,2,0.192486,TRUE,FALSE
human.tech,Donor 1158,1,USDC,0.123,0.122982534,FALSE,FALSE
human.tech,Donor 1159,8453,DEGEN,100,0.066907,TRUE,FALSE
human.tech,Donor 1160,8453,ETH,0.0001,0.23307,FALSE,FALSE
human.tech,Donor 1161,8453,ETH,0.00043,1.002201,FALSE,FALSE
human.tech,Donor 1162,8453,DEGEN,50,0.033495,TRUE,FALSE
human.tech,Donor 1163,1,ETH,0.0001,0.233221,TRUE,FALSE
human.tech,Donor 1164,8453,ETH,0.00045,1.0494945,FALSE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 1165,8453,ETH,0.000025,0.058347,FALSE,FALSE
SEAL 911,Donor 1165,8453,ETH,0.000025,0.058347,FALSE,FALSE
Safe Multisig Transaction Hashes,Donor 1165,8453,ETH,0.000025,0.058347,FALSE,FALSE
human.tech,Donor 1166,8453,ETH,0.00005,0.116694,FALSE,FALSE
human.tech,Donor 1167,42161,ETH,0.0001,0.233438,FALSE,FALSE
human.tech,Donor 1168,8453,ETH,0.0006514630059,1.520762212,TRUE,FALSE
human.tech,Donor 1169,100,USDT,1.03,1.03103,TRUE,FALSE
human.tech,Donor 1170,8453,ETH,0.00044,1.0256884,FALSE,FALSE
human.tech,Donor 1171,42161,USDT,0.1,0.0999811,FALSE,FALSE
human.tech,Donor 1172,1,ETH,0.0005,1.165555,FALSE,FALSE
human.tech,Donor 1173,1,ETH,0.0001,0.233111,FALSE,FALSE
SEAL 911,Donor 538,1,TIK,25,31.414645,TRUE,TRUE
eth.limo,Donor 538,1,TIK,5,6.282929,TRUE,TRUE
PlankEVM,Donor 538,1,TIK,150,188.48787,TRUE,TRUE
hevm,Donor 538,1,TIK,15,18.848787,TRUE,TRUE
Verity: Formal Verification for Smart Contracts,Donor 538,1,TIK,5,6.282929,TRUE,TRUE
Revoke.cash,Donor 538,1,TIK,20,25.131716,TRUE,TRUE
L2BEAT,Donor 538,1,TIK,20,25.131716,TRUE,TRUE
Echidna: A Fast Smart Contract Fuzzer,Donor 538,1,TIK,5,6.282929,TRUE,TRUE
Solidity Language Server,Donor 538,1,TIK,5,6.282929,TRUE,TRUE
human.tech,Donor 1174,8453,ETH,0.00004,0.0932444,FALSE,FALSE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 538,1,FINN,3,6.99333,TRUE,TRUE
human.tech,Donor 1175,10,ETH,0.0002,0.45,TRUE,FALSE
human.tech,Donor 1145,8453,ETH,0.00002,0.04662,TRUE,FALSE
human.tech,Donor 1176,8453,USDC,1,0.999903,TRUE,FALSE
human.tech,Donor 1177,1,ETH,0.0001,0.232966,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 1178,1,ETH,0.00001,0.0232966,FALSE,FALSE
Web3Sec.News: Security Intelligence & Newsletter,Donor 680,1,TIK,85,106.809793,TRUE,TRUE
"DigiBastion: DNS, OpSec & Supply Chain Security",Donor 680,1,TIK,150,188.48787,TRUE,TRUE
Blockscout Open-Source Block Explorer,Donor 1169,10,USDC,1.05,1.04988555,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 1178,1,ETH,0.00009,0.2096442,FALSE,FALSE
Anticapture by blockful,Donor 1165,1,ETH,0.00001,0.0232938,FALSE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 1165,1,ETH,0.00001,0.0232938,FALSE,FALSE
Verity: Formal Verification for Smart Contracts,Donor 1165,1,ETH,0.00001,0.0232938,FALSE,FALSE
human.tech,Donor 1179,1,ETH,0.00001,0.0232938,TRUE,FALSE
human.tech,Donor 1180,8453,ETH,0.000005,0.0116437,FALSE,FALSE
human.tech,Donor 1181,8453,USDC,5.4,5.3994276,TRUE,FALSE
human.tech,Donor 1182,8453,ETH,0.000043,0.10022096,FALSE,FALSE
human.tech,Donor 1183,8453,ETH,0.00001,0.0233225,TRUE,FALSE
human.tech,Donor 1184,1,ETH,0.00001,0.0233225,FALSE,FALSE
human.tech,Donor 1185,8453,DEGEN,1,0.00067703,TRUE,FALSE
human.tech,Donor 1175,10,ETH,0.00005,0.116493,TRUE,FALSE
SEAL Intel,Donor 271,1,TIK,62.5,78.5366125,TRUE,TRUE
SEAL Frameworks,Donor 271,1,TIK,62.5,78.5366125,TRUE,TRUE
SEAL Safe Harbor,Donor 271,1,TIK,62.5,78.5366125,TRUE,TRUE
SEAL Certifications,Donor 271,1,TIK,62.5,78.5366125,TRUE,TRUE
human.tech,Donor 1186,8453,USDC,1.3,1.2998817,FALSE,FALSE
human.tech,Donor 1187,1,ETH,0.0005,1.165015,FALSE,FALSE
human.tech,Donor 1188,1,ETH,0.00002,0.0466006,FALSE,FALSE
Blockscout Open-Source Block Explorer,Donor 766,10,ETH,0.00045,1.0485135,TRUE,FALSE
human.tech,Donor 1189,42161,ETH,0.00001,0.0233003,FALSE,FALSE
human.tech,Donor 1190,8453,ETH,0.00001,0.02,FALSE,FALSE
human.tech,Donor 1191,10,OP,0.01,0.00122443,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 1192,8453,ETH,1.00E-07,0.000233085,FALSE,FALSE
human.tech,Donor 1193,8453,ETH,0.000429,0.99993465,TRUE,FALSE
human.tech,Donor 1176,8453,ETH,0.0001,0.233198,TRUE,FALSE
SEAL 911,Donor 1194,1,ETH,0.0024,5.591976,TRUE,FALSE
SEAL Intel,Donor 1194,1,ETH,0.0024,5.591976,TRUE,FALSE
SEAL Certifications,Donor 1194,1,ETH,0.0024,5.591976,TRUE,FALSE
SEAL Frameworks,Donor 1194,1,ETH,0.0024,5.591976,TRUE,FALSE
ZachXBT,Donor 1194,1,ETH,0.0024,5.591976,TRUE,FALSE
SEAL Safe Harbor,Donor 1194,1,ETH,0.0024,5.591976,TRUE,FALSE
human.tech,Donor 1190,10,ETH,0.00003,0.0698997,FALSE,FALSE
Blobscan,Donor 1195,1,ETH,0.00001,0.0232999,FALSE,FALSE
Specter - On-Chain Security Research and Investigator,Donor 1196,42161,ETH,0.029,67.57261,TRUE,FALSE
ZachXBT,Donor 1196,42161,ETH,0.01,23.3009,TRUE,FALSE
human.tech,Donor 1197,1,ETH,0.000472,1.09980248,TRUE,FALSE
Open-Source Smart Contract Firewall,Donor 197,1,TIK,10,12.565858,TRUE,TRUE
CORE3. The open risk layer for Web3,Donor 197,1,TIK,20,25.131716,TRUE,TRUE
L2BEAT,Donor 197,1,TIK,10,12.565858,TRUE,TRUE
Open-Source AI Security Triage by HackenProof,Donor 197,1,TIK,100,125.65858,TRUE,TRUE
Dappnode,Donor 1198,1,ETH,0.000011,0.02563957,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 1198,1,ETH,0.000011,0.02563957,TRUE,FALSE
Verity: Formal Verification for Smart Contracts,Donor 1198,1,ETH,0.000011,0.02563957,TRUE,FALSE
human.tech,Donor 1199,137,USDC,0.02,0.0199966,FALSE,FALSE
human.tech,Donor 1185,100,USDC,0.06,0.05998818,TRUE,FALSE
Dappnode,Donor 1200,1,ETH,0.00001,0.0232844,TRUE,FALSE
Verity: Formal Verification for Smart Contracts,Donor 1200,1,ETH,0.00001,0.0232844,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 1200,1,ETH,0.00001,0.0232844,TRUE,FALSE
human.tech,Donor 1201,1,ETH,0.002145443935,4.995537477,FALSE,FALSE
human.tech,Donor 1185,137,POL,1,0.096241,TRUE,FALSE
human.tech,Donor 1202,10,ETH,0.00025,0.58211,FALSE,FALSE
human.tech,Donor 1203,100,XDAI,0.100003,0.100003,FALSE,FALSE
Blockscout Open-Source Block Explorer,Donor 1191,100,XDAI,0.1,0.1,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 1204,8453,ETH,0.0003,0.698493,TRUE,FALSE
human.tech,Donor 1204,8453,ETH,0.0003,0.698493,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 1204,8453,ETH,0.0003,0.698493,TRUE,FALSE
Verity: Formal Verification for Smart Contracts,Donor 1204,8453,ETH,0.0003,0.698493,TRUE,FALSE
human.tech,Donor 1205,8453,ETH,0.000644,1.49943164,TRUE,FALSE
human.tech,Donor 1206,137,POL,0.1,0.009627,FALSE,FALSE
Web3Sec.News: Security Intelligence & Newsletter,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Boring Security,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Bluechip,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
EVMcrispr,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Unphishable - Web3 Phishing Safe Challenges,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Nihilium,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Anticapture by blockful,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Remix Project,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Cyfrin/Solodit Tooling and Security Research,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
LIF: Legitimate Intervention Framework,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Guild Academy,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Lights in Dark Rooms,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Dappnode,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Drew Security,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
SEAL Intel,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
DeFiHackLabs,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
"DigiBastion: DNS, OpSec & Supply Chain Security",Donor 202,1,TIK,5,6.282929,TRUE,TRUE
ClaraHacks: Scaling AI-Powered Blockchain Security,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
OpSec Hub,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Phylax Systems,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Pharos Watch: Transparent Stablecoins Analytics,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
human.tech,Donor 1207,8453,ETH,0.00005,0.1164155,FALSE,FALSE
Bitfinding,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Wallet Security Ranking,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Zodiac,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
tanuki42,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Walletbeat,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
DeFiScan,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Defimon - real-time DeFi security,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
claudit,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
human.tech,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
SEAL 911,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Safe Multisig Transaction Hashes,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Blockscout Open-Source Block Explorer,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
SEAL Certifications,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
SomaXBT,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
spamreports,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Grego AI,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Nick Bax.eth,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
hevm,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Webacy DD,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
BlockThreat,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Encrypt the Mempool! Stopping Toxic MEV & Censorship,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
L2BEAT,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Open-Source AI Security Triage by HackenProof,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
SEAL Frameworks,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
CypherTalk Podcast: Security Education for Ethereum,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
"OSs Security - Hardening for macOs, Linux & Windows",Donor 202,1,TIK,5,6.282929,TRUE,TRUE
CORE3. The open risk layer for Web3,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Securing AI Agents on Ethereum: Security Education,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
Colibri: Trustless Blockchain Data for Wallets and dApp,Donor 202,1,TIK,5,6.282929,TRUE,TRUE
human.tech,Donor 1208,8453,ETH,0.00048,1.117632,FALSE,FALSE
human.tech,Donor 1209,8453,ETH,0.00044,1.024496,FALSE,FALSE
human.tech,Donor 1210,8453,USDC,1,0.999846,TRUE,FALSE
human.tech,Donor 1211,1,ETH,0.00002,0.0466394,TRUE,FALSE
human.tech,Donor 1212,8453,ETH,0.0025,5.829925,FALSE,FALSE
Boring Security,Donor 1213,1,USDC,100,99.9803,TRUE,FALSE
Drew Security,Donor 1213,1,USDC,100,99.9803,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 1214,8453,ETH,0.0004282783638,0.9997473158,FALSE,FALSE
Zealynx Academy,Donor 528,1,USDC,2,1.9998,TRUE,TRUE
human.tech,Donor 1215,1,ETH,0.0008,1.867656,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 1216,1,ETH,0.00002,0.0466848,FALSE,FALSE
Web3Sec.News: Security Intelligence & Newsletter,Donor 1216,1,ETH,0.00002,0.0466848,FALSE,FALSE
Dappnode,Donor 1216,1,ETH,0.00002,0.0466848,FALSE,FALSE
human.tech,Donor 1217,8453,ETH,0.00026,0.6070688,FALSE,FALSE
L2BEAT,Donor 558,1,TIK,200,251.31716,TRUE,TRUE
Protocol Guild,Donor 558,1,TIK,39,49.0068462,TRUE,TRUE
Revoke.cash,Donor 558,1,TIK,10,12.565858,TRUE,TRUE
Solidity Language Server,Donor 558,1,TIK,1,1.2565858,TRUE,TRUE
human.tech,Donor 1218,8453,ETH,0.00045,1.051101,TRUE,FALSE
human.tech,Donor 1219,10,ETH,0.00215,5.021927,TRUE,FALSE
human.tech,Donor 1220,8453,AERO,0.3,0.1356528,TRUE,FALSE
human.tech,Donor 1221,8453,ETH,0.000428,0.99899908,TRUE,FALSE
human.tech,Donor 1218,1,ETH,0.0001,0.23338,TRUE,FALSE
human.tech,Donor 1222,8453,USDC,0.01,0.00999915,TRUE,FALSE
human.tech,Donor 1223,8453,ETH,0.00001,0.0233345,TRUE,FALSE
human.tech,Donor 1224,10,USDT,1,0.999926,FALSE,FALSE
L2BEAT,Donor 558,1,FINN,28,65.32512,TRUE,TRUE
Blobscan,Donor 558,1,FINN,6,13.99824,TRUE,TRUE
Protocol Guild,Donor 558,1,FINN,6,13.99824,TRUE,TRUE
Blockscout Open-Source Block Explorer,Donor 558,1,FINN,6,13.99824,TRUE,TRUE
human.tech,Donor 1225,8453,USDbC,1,1,TRUE,FALSE
human.tech,Donor 1226,1,ETH,0.00001,0.0233256,TRUE,FALSE
human.tech,Donor 1227,10,ETH,0.00001,0.0233301,TRUE,FALSE
human.tech,Donor 1223,8453,USDC,0.02,0.01999662,TRUE,FALSE
human.tech,Donor 1228,1,USDC,1.05,1.04981415,TRUE,FALSE
human.tech,Donor 1229,10,OP,10,1.23774,FALSE,FALSE
human.tech,Donor 1230,8453,ETH,0.0001,0.233626,FALSE,FALSE
human.tech,Donor 1230,8453,ETH,0.00035,0.8170155,FALSE,FALSE
human.tech,Donor 1199,137,WMATIC,0.3,0.0288783,FALSE,FALSE
human.tech,Donor 1231,8453,ETH,0.00000111,0.0025857006,FALSE,FALSE
human.tech,Donor 1232,8453,USDC,0.1,0.0999943,TRUE,FALSE
human.tech,Donor 912,1,ETH,0.00043,1.0016893,TRUE,FALSE
human.tech,Donor 1230,137,POL,0.1,0.0096237,FALSE,FALSE
human.tech,Donor 1175,1,ETH,0.00005,0.1164755,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 1233,10,ETH,0.00001,0.0232955,FALSE,FALSE
human.tech,Donor 1234,10,USDC,0.1,0.09999,TRUE,FALSE
human.tech,Donor 1230,1,ETH,0.00009,0.2098296,FALSE,FALSE
human.tech,Donor 1235,10,VELO,0.1,0.001703859,FALSE,FALSE
human.tech,Donor 1236,8453,ETH,0.00004,0.093276,TRUE,FALSE
human.tech,Donor 1237,10,OP,0.1,0.0123849,TRUE,FALSE
EVMcrispr,Donor 1238,8453,ETH,0.003,6.99378,TRUE,FALSE
human.tech,Donor 1234,10,USDC,1,0.999887,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 1239,10,ETH,0.0001,0.233126,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 1237,8453,ETH,0.0001,0.233126,TRUE,FALSE
human.tech,Donor 1240,8453,ETH,0.00045,1.0495755,TRUE,FALSE
human.tech,Donor 1241,137,POL,0.1500087005,0.01442318654,FALSE,FALSE
The Red Guild: security as a public good,Donor 1242,1,FINN,30,69.9045,TRUE,TRUE
SEAL Frameworks,Donor 1242,1,FINN,10,23.3015,TRUE,TRUE
BlockThreat,Donor 1242,1,FINN,6,13.9809,TRUE,TRUE
human.tech,Donor 1243,137,POL,0.01,0.00096106,TRUE,FALSE
WebHash,Donor 1244,8453,ETH,0.008,18.6704,TRUE,FALSE
PRSpec Automated EIP Compliance Checker for Ethereum,Donor 1244,8453,ETH,0.0005,1.1669,TRUE,FALSE
"Vero, a multi-node validator client",Donor 1244,8453,ETH,0.0005,1.1669,TRUE,FALSE
Unruggable,Donor 1244,8453,ETH,0.0005,1.1669,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 1245,1,ETH,0.00001711442275,0.03994163982,TRUE,FALSE
human.tech,Donor 1246,10,OP,1,0.123387,TRUE,FALSE
zkbugs <> AI,Donor 97,1,TIK,1.2,1.50790296,TRUE,TRUE
AgnopraxLab,Donor 97,1,TIK,1.2,1.50790296,TRUE,TRUE
Enscribe,Donor 97,1,TIK,1.2,1.50790296,TRUE,TRUE
Rescue-Lifeboat,Donor 97,1,TIK,1,1.2565858,TRUE,TRUE
Fuzzing for ZK Systems - privacy is normal but not safe,Donor 97,1,TIK,1.2,1.50790296,TRUE,TRUE
Soldeer,Donor 97,1,TIK,1,1.2565858,TRUE,TRUE
SomaXBT,Donor 97,1,TIK,1,1.2565858,TRUE,TRUE
KaiSign - Decentralized Clear Signing Registry,Donor 97,1,TIK,1,1.2565858,TRUE,TRUE
PRSpec Automated EIP Compliance Checker for Ethereum,Donor 97,1,TIK,1,1.2565858,TRUE,TRUE
SCAR: AI Retrieval for Smart Contract Security,Donor 97,1,TIK,1,1.2565858,TRUE,TRUE
Aragon,Donor 97,1,TIK,1.2,1.50790296,TRUE,TRUE
Coalition to Change Crypto Freezes and Recovery,Donor 97,1,TIK,1,1.2565858,TRUE,TRUE
Transaction graph,Donor 97,1,TIK,1.2,1.50790296,TRUE,TRUE
Phylax Systems,Donor 97,1,TIK,1,1.2565858,TRUE,TRUE
Canon Guard,Donor 97,1,TIK,1,1.2565858,TRUE,TRUE
LIF: Legitimate Intervention Framework,Donor 97,1,TIK,215,270.165947,TRUE,TRUE
Wake: Solidity static analysis and fuzzing framework,Donor 97,1,TIK,1.2,1.50790296,TRUE,TRUE
Bluechip,Donor 97,1,TIK,1.2,1.50790296,TRUE,TRUE
K Stack: The Formal Verification Layer for Ethereum,Donor 97,1,TIK,1,1.2565858,TRUE,TRUE
Forge Proposal Simulator - FPS,Donor 97,1,TIK,1,1.2565858,TRUE,TRUE
Webacy DD,Donor 97,1,TIK,1.2,1.50790296,TRUE,TRUE
Zodiac,Donor 97,1,TIK,1,1.2565858,TRUE,TRUE
Leak Detect: Protecting Ethereum from Hidden Leakages,Donor 97,1,TIK,1,1.2565858,TRUE,TRUE
"Vero, a multi-node validator client",Donor 97,1,TIK,1,1.2565858,TRUE,TRUE
Verifereum,Donor 97,1,TIK,1.2,1.50790296,TRUE,TRUE
EVMDecompiler: See What Smart Contracts Really Do,Donor 97,1,TIK,5,6.282929,TRUE,TRUE
soldb - Open-Source Solidity Debugger,Donor 97,1,TIK,1,1.2565858,TRUE,TRUE
WEBCAT,Donor 97,1,TIK,1,1.2565858,TRUE,TRUE
"Firefly, open-source hardware wallet",Donor 97,1,TIK,1,1.2565858,TRUE,TRUE
ClaraHacks: Scaling AI-Powered Blockchain Security,Donor 97,1,TIK,1,1.2565858,TRUE,TRUE
human.tech,Donor 1247,1,ETH,0.000428,1.0042592,TRUE,FALSE
human.tech,Donor 1248,100,XDAI,0.5,0.5,TRUE,FALSE
human.tech,Donor 1049,1,ETH,0.00001,0.0233868,TRUE,FALSE
human.tech,Donor 1249,137,POL,0.5,0.047763,TRUE,FALSE
WebHash,Donor 1250,8453,ETH,0.0025,5.871575,FALSE,FALSE
human.tech,Donor 1052,1,ETH,0.0001,0.234863,TRUE,FALSE
human.tech,Donor 1238,8453,ETH,0.0023,5.389705,TRUE,FALSE
human.tech,Donor 1251,1,ETH,0.001,2.34355,TRUE,FALSE
human.tech,Donor 1252,1,ETH,0.0001,0.234432,FALSE,FALSE
Symproof by BlockScience & Shield3,Donor 1253,137,POL,0.5,0.047731,FALSE,FALSE
Boring Security,Donor 1254,1,ETH,0.00427,9.9833027,FALSE,FALSE
human.tech,Donor 1255,42161,ETH,0.00045,1.05138,TRUE,FALSE
human.tech,Donor 1256,8453,ETH,0.0003893797736,0.9097469031,TRUE,FALSE
human.tech,Donor 1256,8453,ETH,0.00004708097928,0.1098408663,TRUE,FALSE
human.tech,Donor 1257,1,ETH,0.000005,0.0116651,TRUE,FALSE
human.tech,Donor 1258,8453,ETH,0.0001,0.233302,FALSE,FALSE
human.tech,Donor 1259,1,ETH,0.0001,0.232556,TRUE,FALSE
human.tech,Donor 1260,8453,ETH,0.0005,1.16278,FALSE,FALSE
human.tech,Donor 1261,10,OP,1,0.12374,FALSE,FALSE
human.tech,Donor 1262,137,USDT,0.020004,0.0200010194,TRUE,FALSE
human.tech,Donor 1263,8453,USDC,1,0.999889,TRUE,FALSE
human.tech,Donor 1264,1,ETH,0.0001,0.232557,FALSE,FALSE
human.tech,Donor 1258,1,USDC,0.1,0.099989,FALSE,FALSE
human.tech,Donor 1260,1,ETH,0.00005,0.1162985,FALSE,FALSE
human.tech,Donor 1265,1,ETH,0.0001,0.232597,FALSE,FALSE
human.tech,Donor 1243,42220,CELO,0.01,0.00089176,TRUE,FALSE
human.tech,Donor 1266,1,EIGEN,0.575828,0.1000086554,TRUE,FALSE
human.tech,Donor 1261,10,OP,2,0.246654,FALSE,FALSE
human.tech,Donor 1267,42161,USDT,0.03,0.02999358,FALSE,FALSE
human.tech,Donor 1268,10,ETH,0.00001,0.023193,TRUE,FALSE
human.tech,Donor 1269,137,POL,0.1,0.0095431,FALSE,FALSE
human.tech,Donor 1270,10,OP,0.00008169400693,0.000009992484151,FALSE,FALSE
human.tech,Donor 1033,1,ETH,0.00005,0.115807,FALSE,FALSE
human.tech,Donor 1271,100,XDAI,0.01,0.00999965,FALSE,FALSE
human.tech,Donor 1272,1,ETH,2.00E-07,0.000462074,TRUE,FALSE
human.tech,Donor 1273,8453,USDC,0.01,0.00999832,FALSE,FALSE
OWASP Smart Contract Security Framework by CredShields,Donor 1274,137,USDC,10,10,TRUE,FALSE
human.tech,Donor 1275,1,ETH,0.0005,1.157025,FALSE,FALSE
SEAL 911,Donor 1276,8453,ETH,0.0005,1.155765,TRUE,FALSE
human.tech,Donor 1276,8453,ETH,0.0005,1.15561,TRUE,FALSE
human.tech,Donor 1256,42220,USDC,0.1000082007,0.09999249938,TRUE,FALSE
Anticapture by blockful,Donor 1277,137,POL,1,0.095264,TRUE,FALSE
human.tech,Donor 1256,10,OP,0.33,0.04014648,TRUE,FALSE
human.tech,Donor 1270,8453,ETH,0.00005,0.115642,FALSE,FALSE
human.tech,Donor 1278,1,ETH,2.00E-07,0.000462568,FALSE,FALSE
human.tech,Donor 1279,1,USDC,0.25,0.249904,FALSE,FALSE
human.tech,Donor 1032,1,ETH,0.0005,1.15642,TRUE,FALSE
human.tech,Donor 1270,8453,ETH,0.00043,0.9968303,FALSE,FALSE
human.tech,Donor 1280,8453,ETH,0.0009,2.083716,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 1281,1,USDC,0.03,0.02999472,TRUE,FALSE
human.tech,Donor 1256,100,XDAI,0.05,0.0499963,TRUE,FALSE
human.tech,Donor 1281,1,USDC,0.03,0.02999508,TRUE,FALSE
human.tech,Donor 1282,1,ETH,0.00002,0.0462846,TRUE,FALSE
human.tech,Donor 1283,137,POL,0.5,0.047544,FALSE,FALSE
"DigiBastion: DNS, OpSec & Supply Chain Security",Donor 332,1,USDC,5,4.998705,TRUE,FALSE
Web3Sec.News: Security Intelligence & Newsletter,Donor 332,1,USDC,5,4.998705,TRUE,FALSE
human.tech,Donor 1284,10,ETH,0.00001,0.023339,TRUE,FALSE
human.tech,Donor 1285,1,ETH,0.000043,0.1003577,FALSE,FALSE
human.tech,Donor 1286,1,ETH,2.00E-07,0.000466014,FALSE,FALSE
human.tech,Donor 1287,10,USDC,0.01,0.01,TRUE,FALSE
human.tech,Donor 1288,1,USDC,1.100103,1.099922583,TRUE,FALSE
human.tech,Donor 1289,1,ETH,0.0002,0.465694,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 1290,8453,ETH,0.00005,0.1164235,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 1291,8453,USDC,1,0.999715,TRUE,FALSE
Verity: Formal Verification for Smart Contracts,Donor 1292,100,XDAI,1.01,1.00990203,FALSE,FALSE
human.tech,Donor 1293,1,ETH,0.00001,0.0234929,TRUE,FALSE
human.tech,Donor 1294,1,ETH,0.00001,0.0234929,TRUE,FALSE
human.tech,Donor 1295,100,USDT,11,10.988758,TRUE,FALSE
human.tech,Donor 1296,8453,ETH,0.0001,0.236808,FALSE,FALSE
human.tech,Donor 869,10,USDC.e,0.03,0.02999838,TRUE,FALSE
Blobscan,Donor 1297,8453,ETH,0.000001,0.00236258,FALSE,FALSE
human.tech,Donor 1268,1,ETH,0.000045,0.1066023,TRUE,FALSE
human.tech,Donor 1298,8453,USDC,0.018,0.017996598,FALSE,FALSE
human.tech,Donor 1299,1,ETH,0.0001,0.236894,FALSE,FALSE
