project_name,donor_number,chain_donated,token,amount,amountUSD,qf_eligible,badgeholder
"DigiBastion: DNS, OpSec & Supply Chain Security",Donor 2582,1,TIK,10,12.565858,TRUE,TRUE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 2582,1,TIK,5,6.282929,TRUE,TRUE
WiiMee | Wallet Security Education,Donor 2582,1,TIK,10,12.565858,TRUE,TRUE
Fuzzing for ZK Systems - privacy is normal but not safe,Donor 2582,1,TIK,6,7.5395148,TRUE,TRUE
OpSec Hub,Donor 2582,1,TIK,10,12.565858,TRUE,TRUE
Wallet Security Ranking,Donor 2582,1,TIK,15,18.848787,TRUE,TRUE
Cyfrin/Solodit Tooling and Security Research,Donor 2582,1,TIK,10,12.565858,TRUE,TRUE
Walletbeat,Donor 2582,1,TIK,15,18.848787,TRUE,TRUE
ZachXBT,Donor 2582,1,TIK,10,12.565858,TRUE,TRUE
Soldeer,Donor 2582,1,TIK,10,12.565858,TRUE,TRUE
Remix Project,Donor 2582,1,TIK,5,6.282929,TRUE,TRUE
The Web3 OpSec Standard - W3OS,Donor 2582,1,TIK,10,12.565858,TRUE,TRUE
PlankEVM,Donor 2582,1,TIK,10,12.565858,TRUE,TRUE
SEAL 911,Donor 2582,1,TIK,10,12.565858,TRUE,TRUE
SEAL Intel,Donor 2582,1,TIK,5,6.282929,TRUE,TRUE
Blobscan,Donor 2582,1,TIK,5,6.282929,TRUE,TRUE
Vyper,Donor 2582,1,TIK,10,12.565858,TRUE,TRUE
The Red Guild: security as a public good,Donor 2582,1,TIK,10,12.565858,TRUE,TRUE
Specter - On-Chain Security Research and Investigator,Donor 2582,1,TIK,10,12.565858,TRUE,TRUE
tanuki42,Donor 2582,1,TIK,10,12.565858,TRUE,TRUE
Cyfrin Updraft,Donor 2582,1,TIK,10,12.565858,TRUE,TRUE
SEAL Frameworks,Donor 2582,1,TIK,10,12.565858,TRUE,TRUE
Tool Against Price Manipulation Attacks in DeFi on EVM,Donor 2582,1,TIK,6,7.5395148,TRUE,TRUE
rotki,Donor 2582,1,TIK,5,6.282929,TRUE,TRUE
yAudit,Donor 2530,1,TIK,250,314.14645,TRUE,TRUE
human.tech,Donor 2583,8453,ETH,0.000431,0.99890284,TRUE,FALSE
SomaXBT,Donor 2582,1,FINN,1.999,4.63296236,TRUE,TRUE
Cyfrin/Solodit Tooling and Security Research,Donor 2582,1,FINN,1,2.31764,TRUE,TRUE
SEAL Frameworks,Donor 2582,1,FINN,2,4.63528,TRUE,TRUE
Blockscout Open-Source Block Explorer,Donor 2582,1,FINN,1,2.31764,TRUE,TRUE
Wallet Security Ranking,Donor 2582,1,FINN,2,4.63528,TRUE,TRUE
SEAL 911,Donor 2582,1,FINN,2,4.63528,TRUE,TRUE
Cyfrin Updraft,Donor 2582,1,FINN,2,4.63528,TRUE,TRUE
The Red Guild: security as a public good,Donor 2582,1,FINN,2,4.63528,TRUE,TRUE
Soldeer,Donor 2582,1,FINN,1,2.31764,TRUE,TRUE
Vyper,Donor 2582,1,FINN,1,2.31764,TRUE,TRUE
Fuzzing for ZK Systems - privacy is normal but not safe,Donor 2582,1,FINN,1,2.31764,TRUE,TRUE
Dedaub Decompiler: From Bytecode to Solidity-Like Code,Donor 2582,1,FINN,1,2.31764,TRUE,TRUE
rotki,Donor 2582,1,FINN,1,2.31764,TRUE,TRUE
ZachXBT,Donor 2582,1,FINN,2,4.63528,TRUE,TRUE
Remix Project,Donor 2582,1,FINN,1,2.31764,TRUE,TRUE
Specter - On-Chain Security Research and Investigator,Donor 2582,1,FINN,2,4.63528,TRUE,TRUE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 2582,1,FINN,1,2.31764,TRUE,TRUE
The Web3 OpSec Standard - W3OS,Donor 2582,1,FINN,2,4.63528,TRUE,TRUE
EIPsInsight,Donor 2582,1,FINN,1,2.31764,TRUE,TRUE
PlankEVM,Donor 2582,1,FINN,2,4.63528,TRUE,TRUE
WiiMee | Wallet Security Education,Donor 2582,1,FINN,2,4.63528,TRUE,TRUE
tanuki42,Donor 2582,1,FINN,2,4.63528,TRUE,TRUE
OpSec Hub,Donor 2582,1,FINN,2,4.63528,TRUE,TRUE
Verity: Formal Verification for Smart Contracts,Donor 2582,1,FINN,1,2.31764,TRUE,TRUE
EVMDecompiler: See What Smart Contracts Really Do,Donor 2582,1,FINN,1,2.31764,TRUE,TRUE
Blobscan,Donor 2582,1,FINN,1,2.31764,TRUE,TRUE
zkbugs <> AI,Donor 2582,1,FINN,1,2.31764,TRUE,TRUE
SEAL Intel,Donor 2582,1,FINN,1,2.31764,TRUE,TRUE
Walletbeat,Donor 2582,1,FINN,2,4.63528,TRUE,TRUE
Tool Against Price Manipulation Attacks in DeFi on EVM,Donor 2582,1,FINN,1,2.31764,TRUE,TRUE
"DigiBastion: DNS, OpSec & Supply Chain Security",Donor 2582,1,FINN,2,4.63528,TRUE,TRUE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2584,1,STETH,0.005,11.5806,FALSE,FALSE
Zero Cool,Donor 2584,1,STETH,0.005,11.5806,FALSE,FALSE
SEAL 911,Donor 2584,1,STETH,0.005,11.5806,FALSE,FALSE
Revoke.cash,Donor 2584,1,STETH,0.005,11.5806,FALSE,FALSE
ZachXBT,Donor 2584,1,STETH,0.005,11.5806,FALSE,FALSE
Cyfrin/Solodit Tooling and Security Research,Donor 2584,1,STETH,0.005,11.5806,FALSE,FALSE
DeFiHackLabs,Donor 2584,1,STETH,0.005,11.5806,FALSE,FALSE
BlockThreat,Donor 2584,1,STETH,0.005,11.5806,FALSE,FALSE
yAudit,Donor 2584,1,STETH,0.005,11.5806,FALSE,FALSE
L2BEAT,Donor 2584,1,STETH,0.005,11.5806,FALSE,FALSE
SEAL Intel,Donor 2584,1,STETH,0.005,11.5806,FALSE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2585,1,ETH,0.003,6.94947,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 2585,1,ETH,0.003,6.94947,TRUE,FALSE
SEAL 911,Donor 2585,1,ETH,0.003,6.94947,TRUE,FALSE
ZachXBT,Donor 2585,1,ETH,0.003,6.94947,TRUE,FALSE
yAudit,Donor 2585,1,ETH,0.01,23.1649,TRUE,FALSE
Zero Cool,Donor 2585,1,ETH,0.01,23.1649,TRUE,FALSE
EVMcrispr,Donor 2586,10,ETH,0.00045,1.0424745,FALSE,FALSE
Blobscan,Donor 2586,10,ETH,0.0005,1.158305,FALSE,FALSE
WebHash,Donor 2586,10,ETH,0.0045,10.424745,FALSE,FALSE
Blockscout Open-Source Block Explorer,Donor 2587,1,ETH,0.001,2.31619,TRUE,FALSE
EIPsInsight,Donor 2588,10,ETH,0.0005,1.157545,TRUE,FALSE
WebHash,Donor 2588,10,ETH,0.0031,7.176779,TRUE,FALSE
Open-Source Smart Contract Firewall,Donor 2588,10,ETH,0.0006,1.389054,TRUE,FALSE
human.tech,Donor 2589,42161,USDC,5.1,5.0989647,TRUE,FALSE
human.tech,Donor 2590,42161,USDC,5.1,5.0989953,TRUE,FALSE
human.tech,Donor 2591,8453,USDC,5,4.999605,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 2592,1,ETH,0.001,2.31373,FALSE,FALSE
WebHash,Donor 2593,8453,USDC,5,4.999605,TRUE,FALSE
OpenSense Open Web3 Security,Donor 1566,1,USDC,27.27,27.26408241,TRUE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 1566,1,USDC,100,99.9783,TRUE,FALSE
Cyfrin Updraft,Donor 1566,1,USDC,100,99.9783,TRUE,FALSE
human.tech,Donor 2594,8453,USDC,5,4.998865,TRUE,FALSE
mab.xyz - transaction guards,Donor 2595,1,ETH,0.005,11.5597,FALSE,FALSE
Plamen AI Security Researcher,Donor 2596,1,USDC,10,9.99852,FALSE,FALSE
human.tech,Donor 2597,1,USDC,1,0.99984,TRUE,FALSE
Cyfrin/Solodit Tooling and Security Research,Donor 2598,1,FINN,3,6.94443,TRUE,TRUE
scfuzzbench: smart contract fuzzer benchmark suite,Donor 2598,1,FINN,4,9.25924,TRUE,TRUE
BlockThreat,Donor 2598,1,FINN,4,9.25924,TRUE,TRUE
hevm,Donor 2598,1,FINN,4,9.25924,TRUE,TRUE
Echidna: A Fast Smart Contract Fuzzer,Donor 2598,1,FINN,4,9.25924,TRUE,TRUE
ZachXBT,Donor 2598,1,FINN,4,9.25924,TRUE,TRUE
Remix Project,Donor 2598,1,FINN,3,6.94443,TRUE,TRUE
Zero Cool,Donor 2598,1,FINN,4,9.25924,TRUE,TRUE
Soldeer,Donor 2598,1,FINN,4,9.25924,TRUE,TRUE
Fuzzing for ZK Systems - privacy is normal but not safe,Donor 2598,1,FINN,4,9.25924,TRUE,TRUE
SEAL 911,Donor 2598,1,FINN,4,9.25924,TRUE,TRUE
DeFiHackLabs,Donor 2598,1,FINN,4,9.25924,TRUE,TRUE
ZachXBT,Donor 2599,100,XDAI,2,2,TRUE,FALSE
SEAL Safe Harbor,Donor 2599,100,XDAI,2,2,TRUE,FALSE
Aragon,Donor 2599,100,XDAI,2,2,TRUE,FALSE
human.tech,Donor 2600,1,ETH,0.000048,0.1111368,FALSE,FALSE
human.tech,Donor 2601,1,ETH,0.000432,1.00078848,FALSE,FALSE
human.tech,Donor 2602,1,ETH,0.0044,10.189828,FALSE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2603,8453,USDC,1,0.999882,FALSE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2604,8453,USDC,1,0.999872,FALSE,FALSE
human.tech,Donor 2605,1,ETH,0.000015,0.0347418,TRUE,FALSE
human.tech,Donor 2601,1,ETH,0.00005,0.11573,FALSE,FALSE
human.tech,Donor 2606,8453,ETH,0.003,6.94263,FALSE,FALSE
ZachXBT,Donor 2607,1,ETH,0.0022,5.09,TRUE,FALSE
human.tech,Donor 2608,100,XDAI,0.1,0.099999,FALSE,FALSE
human.tech,Donor 2609,100,XDAI,1,0.99999,TRUE,FALSE
CrossBar Open Source Security Hardware Wallet,Donor 2490,8453,USDC,10,9.9979,TRUE,FALSE
SCAR: AI Retrieval for Smart Contract Security,Donor 2610,42161,USDC,15,14.997615,FALSE,FALSE
CrossBar Open Source Security Hardware Wallet,Donor 2611,8453,USDC,11,10.998405,FALSE,FALSE
Boring Security,Donor 2612,1,ETH,0.021666,50.03719368,FALSE,FALSE
Blockscout Open-Source Block Explorer,Donor 2610,42161,USDC,5.1,5.099133,FALSE,FALSE
Blobscan,Donor 2610,42161,USDC,5.1,5.099133,FALSE,FALSE
human.tech,Donor 2613,1,ETH,0.00045,1.0422225,TRUE,FALSE
human.tech,Donor 2614,10,ETH,0.000475,1.09971525,TRUE,FALSE
Nick Bax.eth,Donor 2615,8453,USDC,10,9.99913,TRUE,FALSE
BlockThreat,Donor 2615,8453,USDC,10,9.99913,TRUE,FALSE
tanuki42,Donor 2615,8453,USDC,10,9.99913,TRUE,FALSE
ZachXBT,Donor 2615,8453,USDC,10,9.99913,TRUE,FALSE
SEAL 911,Donor 2615,8453,USDC,10,9.99913,TRUE,FALSE
Verity: Formal Verification for Smart Contracts,Donor 2616,1,ETH,0.00043,0.9964132,TRUE,FALSE
Plamen AI Security Researcher,Donor 2617,8453,USDC,1,0.999893,FALSE,FALSE
Cyfrin Updraft,Donor 2618,1,ETH,0.004314,10.00748778,FALSE,FALSE
Revoke.cash,Donor 2619,1,USDC,10,9.99845,TRUE,FALSE
Dedaub Decompiler: From Bytecode to Solidity-Like Code,Donor 2619,1,USDC,5,4.999225,TRUE,FALSE
Sourcify,Donor 2619,1,USDC,25,24.996125,TRUE,FALSE
Walletbeat,Donor 2619,1,USDC,15,14.997675,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2619,1,USDC,5,4.999225,TRUE,FALSE
Fuzzing for ZK Systems - privacy is normal but not safe,Donor 2619,1,USDC,10,9.99845,TRUE,FALSE
L2BEAT,Donor 2619,1,USDC,5,4.999225,TRUE,FALSE
BlockThreat,Donor 2619,1,USDC,5,4.999225,TRUE,FALSE
Echidna: A Fast Smart Contract Fuzzer,Donor 2619,1,USDC,10,9.99845,TRUE,FALSE
SEAL Safe Harbor,Donor 2619,1,USDC,10,9.99845,TRUE,FALSE
Safe Multisig Transaction Hashes,Donor 2619,1,USDC,5,4.999225,TRUE,FALSE
snekmate,Donor 2619,1,USDC,5,4.999225,TRUE,FALSE
hevm,Donor 2619,1,USDC,10,9.99845,TRUE,FALSE
SEAL 911,Donor 2619,1,USDC,10,9.99845,TRUE,FALSE
SEAL Frameworks,Donor 2619,1,USDC,10,9.99845,TRUE,FALSE
Vyper,Donor 2619,1,USDC,10,9.99845,TRUE,FALSE
The Red Guild: security as a public good,Donor 2619,1,USDC,10,9.99845,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 2619,1,USDC,30,29.99535,TRUE,FALSE
human.tech,Donor 2620,100,XDAI,0.01,0.0099987,FALSE,FALSE
human.tech,Donor 2621,8453,USDC,0.01,0.00999828,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 1912,137,POL,0.1,0.0101289,TRUE,FALSE
human.tech,Donor 2622,100,USDC,0.11,0.10998922,TRUE,FALSE
human.tech,Donor 2623,42161,ETH,0.00045,1.050525,TRUE,FALSE
human.tech,Donor 2624,42161,ETH,0.000442,1.031849,TRUE,FALSE
human.tech,Donor 2625,42161,ETH,0.000442,1.03102688,FALSE,FALSE
human.tech,Donor 2626,42161,ETH,0.000435,1.014072,TRUE,FALSE
BlockThreat,Donor 2627,42161,USDC,7,6.998971,TRUE,FALSE
ZachXBT,Donor 2627,42161,USDC,7,6.998971,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2627,42161,USDC,7,6.998971,TRUE,FALSE
Revoke.cash,Donor 2627,42161,USDC,7,6.998971,TRUE,FALSE
SEAL 911,Donor 2627,42161,USDC,7,6.998971,TRUE,FALSE
L2BEAT,Donor 2627,42161,USDC,7,6.998971,TRUE,FALSE
Nihilium,Donor 2627,42161,USDC,7,6.998971,TRUE,FALSE
SEAL 911,Donor 2628,1,USDC,100,99.9799,TRUE,FALSE
Echidna: A Fast Smart Contract Fuzzer,Donor 2628,1,USDC,100,99.9799,TRUE,FALSE
Sourcify,Donor 2628,1,USDC,100,99.9799,TRUE,FALSE
Remix Project,Donor 2628,1,USDC,100,99.9799,TRUE,FALSE
hevm,Donor 2628,1,USDC,100,99.9799,TRUE,FALSE
DeFiHackLabs,Donor 2628,1,USDC,100,99.9799,TRUE,FALSE
scfuzzbench: smart contract fuzzer benchmark suite,Donor 2628,1,USDC,100,99.9799,TRUE,FALSE
human.tech,Donor 2629,42161,ETH,0.00044,1.0251472,TRUE,FALSE
human.tech,Donor 2630,42161,ETH,0.000447,1.04121498,FALSE,FALSE
human.tech,Donor 1318,1,ETH,0.00001,0.0232968,TRUE,FALSE
human.tech,Donor 2631,42161,ETH,0.000447,1.04136696,FALSE,FALSE
CrossBar Open Source Security Hardware Wallet,Donor 2632,1,ETH,1,2330.2,FALSE,FALSE
human.tech,Donor 2633,42161,ETH,0.00045,1.04859,TRUE,FALSE
human.tech,Donor 2634,42161,ETH,0.00045,1.0484325,TRUE,FALSE
human.tech,Donor 2635,42161,ETH,0.000448,1.04282304,TRUE,FALSE
DeFiHackLabs,Donor 2636,1,USDC,75,74.990325,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2636,1,USDC,75,74.990325,TRUE,FALSE
PlankEVM,Donor 2636,1,USDC,50,49.99355,TRUE,FALSE
Remix Project,Donor 2636,1,USDC,50,49.99355,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2637,10,ETH,0.0001,0.232694,TRUE,FALSE
human.tech,Donor 2638,42161,USDT,5.3,5.2984683,TRUE,FALSE
Walletbeat,Donor 2639,1,FINN,4.6,10.709536,TRUE,TRUE
"Firefly, open-source hardware wallet",Donor 2639,1,FINN,3,6.98448,TRUE,TRUE
Blockscout Open-Source Block Explorer,Donor 2639,1,FINN,3,6.98448,TRUE,TRUE
Remix Project,Donor 2639,1,FINN,3.6,8.381376,TRUE,TRUE
SEAL 911,Donor 2639,1,FINN,4.6,10.709536,TRUE,TRUE
Safe Multisig Transaction Hashes,Donor 2639,1,FINN,9,20.95344,TRUE,TRUE
The Red Guild: security as a public good,Donor 2639,1,FINN,4.6,10.709536,TRUE,TRUE
Colibri: Trustless Blockchain Data for Wallets and dApp,Donor 2639,1,FINN,3,6.98448,TRUE,TRUE
rotki,Donor 2639,1,FINN,3,6.98448,TRUE,TRUE
L2BEAT,Donor 2639,1,FINN,7.6,17.694016,TRUE,TRUE
eth.limo,Donor 2214,8453,ETH,0.00046,1.0711744,TRUE,FALSE
rotki,Donor 2214,8453,ETH,0.00046,1.0711744,TRUE,FALSE
Dappnode,Donor 2214,8453,ETH,0.00046,1.0711744,TRUE,FALSE
WebHash,Donor 2214,8453,ETH,0.00046,1.0711744,TRUE,FALSE
Revoke.cash,Donor 2214,8453,ETH,0.00046,1.0711744,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 2214,8453,ETH,0.00046,1.0711744,TRUE,FALSE
snekmate,Donor 2214,8453,ETH,0.00046,1.0711744,TRUE,FALSE
WebHash,Donor 2216,8453,ETH,0.000443,1.03146348,TRUE,FALSE
Dappnode,Donor 2216,8453,ETH,0.000443,1.03146348,TRUE,FALSE
eth.limo,Donor 2216,8453,ETH,0.000443,1.03146348,TRUE,FALSE
Revoke.cash,Donor 2216,8453,ETH,0.000443,1.03146348,TRUE,FALSE
rotki,Donor 2216,8453,ETH,0.000443,1.03146348,TRUE,FALSE
snekmate,Donor 2216,8453,ETH,0.000443,1.03146348,TRUE,FALSE
Protocol Guild,Donor 2216,8453,ETH,0.000443,1.03146348,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 2216,8453,ETH,0.000443,1.03146348,TRUE,FALSE
Encrypt the Mempool! Stopping Toxic MEV & Censorship,Donor 2216,8453,ETH,0.000443,1.03146348,TRUE,FALSE
Walletbeat,Donor 2639,1,TIK,20,25.131716,TRUE,TRUE
Colibri: Trustless Blockchain Data for Wallets and dApp,Donor 2639,1,TIK,20,25.131716,TRUE,TRUE
L2BEAT,Donor 2639,1,TIK,100,125.65858,TRUE,TRUE
The Red Guild: security as a public good,Donor 2639,1,TIK,35,43.980503,TRUE,TRUE
Remix Project,Donor 2639,1,TIK,40,50.263432,TRUE,TRUE
SEAL 911,Donor 2639,1,TIK,35,43.980503,TRUE,TRUE
WebHash,Donor 2640,1,ETH,0.0028,6.520024,FALSE,FALSE
SEAL 911,Donor 2641,1,USDC,60,59.98992,TRUE,FALSE
Drew Security,Donor 2641,1,USDC,60,59.98992,TRUE,FALSE
Web3Sec.News: Security Intelligence & Newsletter,Donor 2641,1,USDC,55,54.99076,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2641,1,USDC,52,51.991264,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2642,8453,USDC,5,4.99975,TRUE,FALSE
CrossBar Open Source Security Hardware Wallet,Donor 2643,1,ETH,0.01,23.3053,FALSE,FALSE
human.tech,Donor 2644,8453,USDC,1.05,1.04979105,TRUE,FALSE
human.tech,Donor 2645,1,ETH,0.0022,5.124482,TRUE,FALSE
ZachXBT,Donor 2612,1,ETH,0.005,11.64945,FALSE,FALSE
Drew Security,Donor 2612,1,ETH,0.005,11.64945,FALSE,FALSE
human.tech,Donor 2646,100,SDAI,0.02,0.0248,FALSE,FALSE
Walletbeat,Donor 400,1,TIK,41,51.5200178,TRUE,TRUE
EIPsInsight,Donor 400,1,TIK,41,51.5200178,TRUE,TRUE
Web3Sec.News: Security Intelligence & Newsletter,Donor 400,1,TIK,45,56.546361,TRUE,TRUE
Revoke.cash,Donor 400,1,TIK,41,51.5200178,TRUE,TRUE
Dappnode,Donor 400,1,TIK,41,51.5200178,TRUE,TRUE
rotki,Donor 400,1,TIK,41,51.5200178,TRUE,TRUE
Rekt News - Ethereum's Security Intelligence Layer,Donor 985,1,ETH,0.00001,0.0232681,TRUE,FALSE
human.tech,Donor 2647,42161,USDC,1,0.999864,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 2648,100,WETH,0.45,1046.979,TRUE,FALSE
Fuzzing for ZK Systems - privacy is normal but not safe,Donor 528,1,TIK,10,12.565858,TRUE,TRUE
Zodiac,Donor 528,1,TIK,10,12.565858,TRUE,TRUE
PlankEVM,Donor 528,1,TIK,10,12.565858,TRUE,TRUE
Simbolik: Security Toolkit for Solidity,Donor 528,1,TIK,10,12.565858,TRUE,TRUE
ERCx: Property Testing for ERC Token Standards,Donor 528,1,TIK,10,12.565858,TRUE,TRUE
Act,Donor 528,1,TIK,10,12.565858,TRUE,TRUE
soldb - Open-Source Solidity Debugger,Donor 528,1,TIK,10,12.565858,TRUE,TRUE
Echidna: A Fast Smart Contract Fuzzer,Donor 528,1,TIK,10,12.565858,TRUE,TRUE
Sourcify,Donor 528,1,TIK,10,12.565858,TRUE,TRUE
Roundabout: Static Analysis for Solidity,Donor 528,1,TIK,10,12.565858,TRUE,TRUE
Dedaub Decompiler: From Bytecode to Solidity-Like Code,Donor 528,1,TIK,10,12.565858,TRUE,TRUE
Zero Cool,Donor 528,1,TIK,10,12.565858,TRUE,TRUE
Recon Invariant Testing Extension & Framework,Donor 528,1,TIK,10,12.565858,TRUE,TRUE
Revoke.cash,Donor 528,1,TIK,10,12.565858,TRUE,TRUE
DeFiHackLabs,Donor 528,1,TIK,10,12.565858,TRUE,TRUE
Cyfrin/Solodit Tooling and Security Research,Donor 528,1,TIK,10,12.565858,TRUE,TRUE
hevm,Donor 528,1,TIK,10,12.565858,TRUE,TRUE
scfuzzbench: smart contract fuzzer benchmark suite,Donor 528,1,TIK,10,12.565858,TRUE,TRUE
Safe Multisig Transaction Hashes,Donor 528,1,TIK,10,12.565858,TRUE,TRUE
K Stack: The Formal Verification Layer for Ethereum,Donor 528,1,TIK,10,12.565858,TRUE,TRUE
SEAL 911,Donor 528,1,TIK,50,62.82929,TRUE,TRUE
human.tech,Donor 2571,100,XDAI,0.1,0.0999878,FALSE,FALSE
human.tech,Donor 2649,8453,ETH,0.00048,1.115328,TRUE,FALSE
Web3Sec.News: Security Intelligence & Newsletter,Donor 2650,100,XDAI,1.050128116,1.050100812,TRUE,FALSE
Canon Guard,Donor 2651,1,USDC,100,99.986,TRUE,FALSE
OpenSense Open Web3 Security,Donor 2650,100,XDAI,1.05,1.04997375,TRUE,FALSE
human.tech,Donor 2652,10,OP,6.3,1.0265976,FALSE,FALSE
human.tech,Donor 2653,100,USDC,0.001,0.000999805,TRUE,FALSE
LIF: Legitimate Intervention Framework,Donor 2654,8453,USDC,15,14.997375,TRUE,FALSE
Blobscan,Donor 2654,8453,USDC,1,0.999825,TRUE,FALSE
ZachXBT,Donor 2654,8453,USDC,1,0.999825,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2655,1,ETH,0.000045,0.10481265,TRUE,FALSE
WebHash,Donor 2656,1,ETH,0.0309,71.894721,FALSE,FALSE
human.tech,Donor 2657,10,OP,0.2,0.0324404,TRUE,FALSE
OpenSense Open Web3 Security,Donor 2658,1,USDC,50,49.99085,TRUE,FALSE
human.tech,Donor 2657,10,ETH,0.00003,0.069819,TRUE,FALSE
SCAR: AI Retrieval for Smart Contract Security,Donor 2659,1,ETH,0.201,468.2295,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 2659,1,ETH,0.01,23.295,TRUE,FALSE
ZachXBT,Donor 2659,1,ETH,0.01,23.295,TRUE,FALSE
Revoke.cash,Donor 2659,1,ETH,0.01,23.295,TRUE,FALSE
SEAL Intel,Donor 2659,1,ETH,0.01,23.295,TRUE,FALSE
human.tech,Donor 2660,8453,ETH,0.0022,5.121688,TRUE,FALSE
human.tech,Donor 2661,8453,ETH,0.00002,0.0465852,FALSE,FALSE
CrossBar Open Source Security Hardware Wallet,Donor 2662,8453,USDC,5,4.998935,FALSE,FALSE
human.tech,Donor 2661,8453,ETH,0.000031,0.07213855,FALSE,FALSE
CrossBar Open Source Security Hardware Wallet,Donor 2663,8453,USDC,1,0.999789,FALSE,FALSE
CrossBar Open Source Security Hardware Wallet,Donor 2663,8453,USDC,5,4.998945,FALSE,FALSE
SEAL 911,Donor 2664,1,USDC,250,249.95475,TRUE,FALSE
CrossBar Open Source Security Hardware Wallet,Donor 2665,8453,ETH,0.011,25.58644,FALSE,FALSE
CrossBar Open Source Security Hardware Wallet,Donor 2666,8453,USDC,1,0.999816,FALSE,FALSE
Protocol Guild,Donor 1276,1,ETH,0.0005,1.163405,TRUE,FALSE
human.tech,Donor 1276,1,ETH,0.0005,1.163405,TRUE,FALSE
CrossBar Open Source Security Hardware Wallet,Donor 1276,1,ETH,0.0005,1.163405,TRUE,FALSE
Plamen AI Security Researcher,Donor 2667,10,USDC.e,10,9.99811,TRUE,FALSE
Plamen AI Security Researcher,Donor 2668,1,ETH,0.01,23.3033,FALSE,FALSE
claudit,Donor 2668,1,ETH,0.01,23.3033,FALSE,FALSE
CrossBar Open Source Security Hardware Wallet,Donor 2669,8453,USDC,1,0.999841,FALSE,FALSE
claudit,Donor 2667,10,USDC.e,5,4.999005,TRUE,FALSE
CrossBar Open Source Security Hardware Wallet,Donor 2670,8453,USDC,5.1,5.09898,FALSE,FALSE
CrossBar Open Source Security Hardware Wallet,Donor 2671,100,XDAI,5,4.999405,TRUE,FALSE
Assertions.eth On-chain Transaction Guards for Ethereum,Donor 2671,100,XDAI,5,4.999405,TRUE,FALSE
EVMcrispr,Donor 2671,100,XDAI,5,4.999405,TRUE,FALSE
Self-Custodial Agent Authorization for Ethereum,Donor 2671,100,XDAI,5,4.999405,TRUE,FALSE
OpenSense Open Web3 Security,Donor 2672,42161,USDC,10,9.99831,FALSE,FALSE
CrossBar Open Source Security Hardware Wallet,Donor 2673,8453,ETH,0.001,2.32752,FALSE,FALSE
BuidlGuidl,Donor 2674,1,USDC,5,4.999495,FALSE,FALSE
AgnopraxLab,Donor 2675,1,ETH,0.005,11.62405,TRUE,FALSE
human.tech,Donor 2676,8453,USDC,6,5.998962,TRUE,FALSE
Encrypt the Mempool! Stopping Toxic MEV & Censorship,Donor 2677,8453,DAI,1.065,1.065,FALSE,FALSE
SEAL 911,Donor 1767,1,TIK,10,12.565858,TRUE,TRUE
SEAL Certifications,Donor 1767,1,TIK,10,12.565858,TRUE,TRUE
Coalition to Change Crypto Freezes and Recovery,Donor 1767,1,TIK,10,12.565858,TRUE,TRUE
Blockchain Security Incentives: Research + OS PoC dev,Donor 1767,1,TIK,20,25.131716,TRUE,TRUE
human.tech,Donor 2678,100,XDAI,0.01,0.0099987,TRUE,FALSE
The Red Guild: security as a public good,Donor 2679,42161,USDC,90.014402,89.99,FALSE,FALSE
BlockThreat,Donor 2679,42161,USDC,10.0016,10,FALSE,FALSE
Walletbeat,Donor 2679,42161,USDC,10.0016,10,FALSE,FALSE
Zealynx Academy,Donor 2680,10,ETH,0.00043,0.9983654,TRUE,FALSE
LIF: Legitimate Intervention Framework,Donor 2680,10,ETH,0.043,99.83654,TRUE,FALSE
Self-Custodial Agent Authorization for Ethereum,Donor 2681,42161,ETH,0.0022,5.10741,TRUE,FALSE
human.tech,Donor 2682,8453,ETH,0.0005,1.16181,FALSE,FALSE
EVMcrispr,Donor 2683,1,USDC,20,19.99518,TRUE,FALSE
Self-Custodial Agent Authorization for Ethereum,Donor 2683,1,USDC,25,24.993975,TRUE,FALSE
Encrypt the Mempool! Stopping Toxic MEV & Censorship,Donor 2683,1,USDC,10,9.99759,TRUE,FALSE
