id,project_name,transactionNetworkId,userId,currency,amount,amountUSD,createdAt,projectId,score,mbdScore,isBadgeholder,isQfEligible,isSelfDonation
238682696,SEAL Certifications,1,Donor 2221,ETH,0.00047,1.0967685,2026-05-07T06:49:03.873Z,16756,68.81,1,FALSE,TRUE,FALSE
238682698,Lights in Dark Rooms,1,Donor 2221,ETH,0.00047,1.0967685,2026-05-07T06:49:03.882Z,16563,68.81,1,FALSE,TRUE,FALSE
238682699,EVMcrispr,1,Donor 2221,ETH,0.00047,1.0967685,2026-05-07T06:49:03.890Z,1350,68.81,1,FALSE,TRUE,FALSE
238682700,The Red Guild: security as a public good,1,Donor 2221,ETH,0.00047,1.0967685,2026-05-07T06:49:03.908Z,16819,68.81,1,FALSE,TRUE,FALSE
238682701,tanuki42,1,Donor 2221,ETH,0.00047,1.0967685,2026-05-07T06:49:03.911Z,16858,68.81,1,FALSE,TRUE,FALSE
238682702,SEAL Intel,1,Donor 2221,ETH,0.00047,1.0967685,2026-05-07T06:49:03.905Z,16759,68.81,1,FALSE,TRUE,FALSE
238682703,Safe Multisig Transaction Hashes,1,Donor 2221,ETH,0.00047,1.0967685,2026-05-07T06:49:03.918Z,16199,68.81,1,FALSE,TRUE,FALSE
238682705,human.tech,8453,Donor 2280,USDC,7,6.998593,2026-05-07T06:55:59.047Z,16899,45.485,4,FALSE,TRUE,FALSE
238682707,human.tech,8453,Donor 2281,USDC,0.5,0.499882,2026-05-07T07:06:29.036Z,16899,71.028,1,FALSE,TRUE,FALSE
238682708,CrossBar Open Source Security Hardware Wallet,8453,Donor 2254,ETH,0.0001,0.23,2026-05-07T01:27:49.000Z,16940,16.551,-1,FALSE,TRUE,FALSE
238682710,human.tech,8453,Donor 2282,USDC,6,5.998548,2026-05-07T07:13:49.496Z,16899,74.536,1,FALSE,TRUE,FALSE
238682711,Blockscout Open-Source Block Explorer,1,Donor 2226,ETH,0.000446,1.04424656,2026-05-07T07:16:02.622Z,3452,55.259,1,FALSE,TRUE,FALSE
238682712,ZachXBT,1,Donor 2226,ETH,0.000446,1.04424656,2026-05-07T07:16:03.026Z,16822,55.259,1,FALSE,TRUE,FALSE
238682713,SEAL 911,1,Donor 2226,ETH,0.000446,1.04424656,2026-05-07T07:16:03.030Z,14585,55.259,1,FALSE,TRUE,FALSE
238682714,tanuki42,1,Donor 2226,ETH,0.000446,1.04424656,2026-05-07T07:16:03.129Z,16858,55.259,1,FALSE,TRUE,FALSE
238682715,EVMcrispr,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.097Z,1350,55.259,1,FALSE,TRUE,FALSE
238682716,Encrypt the Mempool! Stopping Toxic MEV & Censorship,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.104Z,2946,55.259,1,FALSE,TRUE,FALSE
238682717,SEAL Certifications,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.116Z,16756,55.259,1,FALSE,TRUE,FALSE
238682718,Safe Multisig Transaction Hashes,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.220Z,16199,55.259,1,FALSE,TRUE,FALSE
238682719,Lights in Dark Rooms,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.176Z,16563,55.259,1,FALSE,TRUE,FALSE
238682720,Rekt News - Ethereum's Security Intelligence Layer,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.238Z,16916,55.259,1,FALSE,TRUE,FALSE
238682721,Recon Invariant Testing Extension & Framework,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.229Z,16107,55.259,1,FALSE,TRUE,FALSE
238682722,Verity: Formal Verification for Smart Contracts,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.224Z,16833,55.259,1,FALSE,TRUE,FALSE
238682723,Boring Security,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.234Z,16356,55.259,1,FALSE,TRUE,FALSE
238682724,SEAL Safe Harbor,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.194Z,16747,55.259,1,FALSE,TRUE,FALSE
238682725,rotki,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.112Z,2797,55.259,1,FALSE,TRUE,FALSE
238682726,WebHash,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.455Z,3797,55.259,1,FALSE,TRUE,FALSE
238682727,Vyper,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.513Z,14490,55.259,1,FALSE,TRUE,FALSE
238682728,eth.limo,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.555Z,2795,55.259,1,FALSE,TRUE,FALSE
238682729,Dappnode,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.613Z,2242,55.259,1,FALSE,TRUE,FALSE
238682730,DeFiScan,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.621Z,14863,55.259,1,FALSE,TRUE,FALSE
238682731,Revoke.cash,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.567Z,2955,55.259,1,FALSE,TRUE,FALSE
238682732,The Web3 OpSec Standard - W3OS,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.639Z,16772,55.259,1,FALSE,TRUE,FALSE
238682733,Remix Project,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.626Z,16200,55.259,1,FALSE,TRUE,FALSE
238682734,snekmate,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.635Z,16209,55.259,1,FALSE,TRUE,FALSE
238682735,SEAL Frameworks,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.622Z,16757,55.259,1,FALSE,TRUE,FALSE
238682736,Protocol Guild,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.633Z,2821,55.259,1,FALSE,TRUE,FALSE
238682737,Drew Security,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.637Z,16120,55.259,1,FALSE,TRUE,FALSE
238682739,L2BEAT,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.651Z,2814,55.259,1,FALSE,TRUE,FALSE
238682740,SEAL Intel,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.667Z,16759,55.259,1,FALSE,TRUE,FALSE
238682741,Fight Human Trafficking and Crypto Fraud With dobs,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.653Z,16931,55.259,1,FALSE,TRUE,FALSE
238682742,Specter - On-Chain Security Research and Investigator,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.656Z,16832,55.259,1,FALSE,TRUE,FALSE
238682743,The Red Guild: security as a public good,1,Donor 2226,ETH,0.000446,1.0437961,2026-05-07T07:16:03.650Z,16819,55.259,1,FALSE,TRUE,FALSE
238682744,Zealynx Academy,1,Donor 627,FINN,10,23.4001,2026-05-07T07:27:03.595Z,16861,16,51,TRUE,TRUE,FALSE
238682746,human.tech,100,Donor 2281,USDC,0.3,0.2999685,2026-05-07T07:29:37.811Z,16899,71.028,1,FALSE,TRUE,FALSE
238682747,Blockscout Open-Source Block Explorer,8453,Donor 2283,USDC,1.2,1.1997924,2026-05-07T07:50:11.432Z,3452,,,FALSE,FALSE,FALSE
238682749,TID Research Risk Ratings,1,Donor 82,USDC,5,4.9989,2026-05-07T07:52:02.627Z,17095,0,96,FALSE,TRUE,FALSE
238682751,PlankEVM,1,Donor 2284,USDC,25,24.994275,2026-05-07T08:18:15.491Z,16729,0,91,FALSE,TRUE,FALSE
238682765,human.tech,8453,Donor 2285,USDC,7,6.998726,2026-05-07T08:38:06.828Z,16899,0,1,FALSE,FALSE,FALSE
238682768,human.tech,100,Donor 2286,XDAI,0.001,0.000999969,2026-05-07T08:44:53.188Z,16899,,,FALSE,FALSE,FALSE
238682769,Protocol Guild,1,Donor 2287,USDC,5,4.99923,2026-05-07T08:51:50.779Z,2821,6.704,18,FALSE,FALSE,FALSE
238682770,Vyper,1,Donor 2287,USDC,5,4.99923,2026-05-07T08:51:50.795Z,14490,6.704,18,FALSE,FALSE,FALSE
238682771,Nihilium,1,Donor 2287,USDC,5,4.99923,2026-05-07T08:51:50.811Z,16773,6.704,18,FALSE,FALSE,FALSE
238682772,L2BEAT,1,Donor 2287,USDC,5,4.99923,2026-05-07T08:51:50.815Z,2814,6.704,18,FALSE,FALSE,FALSE
238682773,Cyfrin Updraft,1,Donor 2287,USDC,5,4.99923,2026-05-07T08:51:51.184Z,16920,6.704,18,FALSE,FALSE,FALSE
238682774,snekmate,1,Donor 2287,USDC,5,4.99923,2026-05-07T08:51:51.186Z,16209,6.704,18,FALSE,FALSE,FALSE
238682775,DeFiScan,1,Donor 2287,USDC,5,4.99923,2026-05-07T08:51:51.196Z,14863,6.704,18,FALSE,FALSE,FALSE
238682776,Verifereum,1,Donor 2287,USDC,5,4.99923,2026-05-07T08:51:51.191Z,16214,6.704,18,FALSE,FALSE,FALSE
238682777,SEAL 911,1,Donor 2287,USDC,5,4.99923,2026-05-07T08:51:51.201Z,14585,6.704,18,FALSE,FALSE,FALSE
238682780,Open-Source AI Security Triage by HackenProof,8453,Donor 2288,USDC,14,14,2026-05-07T09:05:33.718Z,16785,22.027,-1,FALSE,TRUE,FALSE
238682781,Pharos Watch: Transparent Stablecoins Analytics,8453,Donor 2289,ETH,0.0005,1.166515,2026-05-07T09:09:03.443Z,16843,22.276,5,FALSE,TRUE,FALSE
238682782,Zealynx Academy,1,Donor 575,USDC,10,9.99405,2026-05-07T09:14:27.724Z,16861,36.115,10,FALSE,TRUE,FALSE
238682783,Cyfrin Updraft,137,Donor 2290,USDC.e,5,4.99917,2026-05-07T09:17:54.064Z,16920,0,59,FALSE,TRUE,FALSE
238682784,human.tech,8453,Donor 2291,ETH,0.00001,0.0233111,2026-05-07T09:32:32.216Z,16899,,,FALSE,FALSE,FALSE
238682786,Boring Security,1,Donor 2292,WETH,0.001,2.32801,2026-05-07T09:40:50.102Z,16356,0,77,FALSE,TRUE,FALSE
238682787,ZachXBT,1,Donor 2292,WETH,0.001,2.32801,2026-05-07T09:40:50.156Z,16822,0,77,FALSE,TRUE,FALSE
238682788,rotki,1,Donor 2292,WETH,0.001,2.32801,2026-05-07T09:40:50.161Z,2797,0,77,FALSE,TRUE,FALSE
238682789,WiiMee | Wallet Security Education,1,Donor 2292,WETH,0.003,6.98403,2026-05-07T09:40:50.162Z,16884,0,77,FALSE,TRUE,FALSE
238682790,Drew Security,1,Donor 2292,WETH,0.001,2.32801,2026-05-07T09:40:50.176Z,16120,0,77,FALSE,TRUE,FALSE
238682791,Revoke.cash,1,Donor 2292,WETH,0.001,2.32801,2026-05-07T09:40:50.180Z,2955,0,77,FALSE,TRUE,FALSE
238682793,Aragon,1,Donor 2293,ETH,0.05,116.51,2026-05-07T10:01:52.839Z,16795,22.378,38,FALSE,TRUE,FALSE
238682794,The Red Guild: security as a public good,1,Donor 2294,ETH,0.005,11.64975,2026-05-07T10:07:51.387Z,16819,0,6,FALSE,FALSE,FALSE
238682795,Dedaub Decompiler: From Bytecode to Solidity-Like Code,1,Donor 2294,ETH,0.0031,7.209081,2026-05-07T10:11:01.909Z,16979,0,6,FALSE,FALSE,FALSE
238682796,AgnopraxLab,137,Donor 2295,USDC.e,88,87.983104,2026-05-07T10:17:37.295Z,17025,0,58,FALSE,TRUE,FALSE
238682797,Self-Custodial Agent Authorization for Ethereum,137,Donor 2296,USDT,20,19.996,2026-05-07T10:17:46.065Z,16790,0,89,FALSE,TRUE,FALSE
238682799,The Obol Collective,8453,Donor 486,USDC,1.5,1.499325,2026-05-07T10:20:00.884Z,16910,0,92,FALSE,TRUE,FALSE
238682800,Dappnode,8453,Donor 486,USDC,1.5,1.499325,2026-05-07T10:20:00.867Z,2242,0,92,FALSE,TRUE,FALSE
238682801,Pharos Watch: Transparent Stablecoins Analytics,8453,Donor 486,USDC,1.5,1.499325,2026-05-07T10:20:00.914Z,16843,0,92,FALSE,TRUE,FALSE
238682802,Safe Multisig Transaction Hashes,8453,Donor 486,USDC,1.5,1.499325,2026-05-07T10:20:00.915Z,16199,0,92,FALSE,TRUE,FALSE
238682803,Revoke.cash,8453,Donor 486,USDC,1.5,1.499325,2026-05-07T10:20:01.019Z,2955,0,92,FALSE,TRUE,FALSE
238682805,CrossBar Open Source Security Hardware Wallet,137,Donor 2296,USDT,1,0.999746,2026-05-07T10:43:24.682Z,16940,0,89,FALSE,TRUE,FALSE
238682806,EVMcrispr,137,Donor 2296,USDT,1,0.999746,2026-05-07T10:43:24.787Z,1350,0,89,FALSE,TRUE,FALSE
238682807,Cyfrin Updraft,8453,Donor 206,USDC,12,11.994228,2026-05-07T10:49:15.110Z,16920,36.289,1,FALSE,TRUE,FALSE
238682809,human.tech,137,Donor 2297,USDC,0.020009,0.01999957576,2026-05-07T11:01:06.951Z,16899,36.516,4,FALSE,TRUE,FALSE
238682811,human.tech,10,Donor 2298,USDC.e,0.01,0.00999916,2026-05-07T11:03:59.080Z,16899,,,FALSE,FALSE,FALSE
238682814,human.tech,10,Donor 2299,ETH,0.00001,0.0232803,2026-05-07T11:08:18.248Z,16899,20.902,1,FALSE,TRUE,FALSE
238682816,human.tech,100,Donor 2300,XDAI,0.01,0.00999934,2026-05-07T11:10:46.872Z,16899,,,FALSE,FALSE,FALSE
238682817,human.tech,10,Donor 2301,ETH,0.001,2.32931,2026-05-07T11:11:50.190Z,16899,22.327,1,FALSE,TRUE,FALSE
238682820,OpenSense Open Web3 Security,42161,Donor 2302,ETH,0.005,11.64725,2026-05-07T11:21:10.540Z,16980,0,-1,FALSE,FALSE,FALSE
238682821,CORE3. The open risk layer for Web3,1,Donor 392,ETH,0.001718,4.0001912,2026-05-07T11:25:27.708Z,16845,16.804,20,FALSE,TRUE,FALSE
238682822,Open-Source AI Security Triage by HackenProof,1,Donor 392,ETH,0.000773,1.7998532,2026-05-07T11:25:27.714Z,16785,16.804,20,FALSE,TRUE,FALSE
238682823,Rekt News - Ethereum's Security Intelligence Layer,1,Donor 392,ETH,0.000429,0.9988836,2026-05-07T11:25:27.711Z,16916,16.804,20,FALSE,TRUE,FALSE
238682824,Boring Security,1,Donor 392,ETH,0.000429,0.9988836,2026-05-07T11:25:27.724Z,16356,16.804,20,FALSE,TRUE,FALSE
238682825,Dappnode,1,Donor 392,ETH,0.000429,0.9988836,2026-05-07T11:25:27.889Z,2242,16.804,20,FALSE,TRUE,FALSE
238682828,human.tech,8453,Donor 2303,USDC,0.1,0.0999519,2026-05-07T11:30:02.399Z,16899,30.907,6,FALSE,TRUE,FALSE
238682830,human.tech,10,Donor 2304,ETH,0.00002,0.0465836,2026-05-07T11:30:35.843Z,16899,,,FALSE,FALSE,FALSE
238682831,SEAL 911,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:50.712Z,14585,16,51,TRUE,TRUE,FALSE
238682832,SEAL Frameworks,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:50.830Z,16757,16,51,TRUE,TRUE,FALSE
238682833,Bitfinding,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:50.844Z,16891,16,51,TRUE,TRUE,FALSE
238682834,Nick Bax.eth,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:50.856Z,17030,16,51,TRUE,TRUE,FALSE
238682835,Fight Human Trafficking and Crypto Fraud With dobs,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:50.848Z,16931,16,51,TRUE,TRUE,FALSE
238682836,ZachXBT,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:50.860Z,16822,16,51,TRUE,TRUE,FALSE
238682837,The Red Guild: security as a public good,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:50.865Z,16819,16,51,TRUE,TRUE,FALSE
238682838,tanuki42,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:50.931Z,16858,16,51,TRUE,TRUE,FALSE
238682839,Unphishable - Web3 Phishing Safe Challenges,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.127Z,17042,16,51,TRUE,TRUE,FALSE
238682840,Lights in Dark Rooms,1,Donor 513,TIK,11,13.8224438,2026-05-07T11:32:51.143Z,16563,16,51,TRUE,TRUE,FALSE
238682841,SomaXBT,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.157Z,17036,16,51,TRUE,TRUE,FALSE
238682842,Assertions.eth On-chain Transaction Guards for Ethereum,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.177Z,16793,16,51,TRUE,TRUE,FALSE
238682843,SEAL Intel,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.175Z,16759,16,51,TRUE,TRUE,FALSE
238682844,Phylax Systems,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.213Z,16872,16,51,TRUE,TRUE,FALSE
238682845,Rescue-Lifeboat,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.188Z,16953,16,51,TRUE,TRUE,FALSE
238682846,"DigiBastion: DNS, OpSec & Supply Chain Security",1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.209Z,16829,16,51,TRUE,TRUE,FALSE
238682847,Walletbeat,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.216Z,16825,16,51,TRUE,TRUE,FALSE
238682848,spamreports,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.250Z,16945,16,51,TRUE,TRUE,FALSE
238682849,Encrypt the Mempool! Stopping Toxic MEV & Censorship,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.225Z,2946,16,51,TRUE,TRUE,FALSE
238682850,Wallet Security Ranking,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.206Z,17085,16,51,TRUE,TRUE,FALSE
238682851,Safe Multisig Transaction Hashes,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.215Z,16199,16,51,TRUE,TRUE,FALSE
238682852,Boring Security,1,Donor 513,TIK,12,15.0790296,2026-05-07T11:32:51.386Z,16356,16,51,TRUE,TRUE,FALSE
238682853,Remix Project,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.498Z,16200,16,51,TRUE,TRUE,FALSE
238682854,Quick Intel,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.234Z,17070,16,51,TRUE,TRUE,FALSE
238682855,Defimon - real-time DeFi security,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.539Z,16799,16,51,TRUE,TRUE,FALSE
238682856,Cyfrin Updraft,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.523Z,16920,16,51,TRUE,TRUE,FALSE
238682857,Zodiac,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.614Z,16900,16,51,TRUE,TRUE,FALSE
238682858,Drew Security,1,Donor 513,TIK,12,15.0790296,2026-05-07T11:32:51.413Z,16120,16,51,TRUE,TRUE,FALSE
238682859,BuidlGuidl,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.475Z,16970,16,51,TRUE,TRUE,FALSE
238682860,rotki,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.633Z,2797,16,51,TRUE,TRUE,FALSE
238682861,L2BEAT,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.623Z,2814,16,51,TRUE,TRUE,FALSE
238682862,Blockscout Open-Source Block Explorer,1,Donor 513,TIK,7,8.7961006,2026-05-07T11:32:51.646Z,3452,16,51,TRUE,TRUE,FALSE
238682863,Revoke.cash,1,Donor 513,TIK,12,15.0790296,2026-05-07T11:32:51.457Z,2955,16,51,TRUE,TRUE,FALSE
238682864,human.tech,10,Donor 2305,USDC,0.03,0.02998605,2026-05-07T11:34:45.298Z,16899,20.902,1,FALSE,TRUE,FALSE
238682866,Revoke.cash,10,Donor 377,USDT,5,5,2026-05-07T11:40:33.641Z,2955,17.677,-1,FALSE,TRUE,FALSE
238682867,BlockThreat,10,Donor 377,USDT,5,5,2026-05-07T11:40:33.714Z,16730,17.677,-1,FALSE,TRUE,FALSE
238682868,DeFiScan,10,Donor 377,USDT,5,5,2026-05-07T11:40:33.747Z,14863,17.677,-1,FALSE,TRUE,FALSE
238682869,L2BEAT,10,Donor 377,USDT,5,5,2026-05-07T11:40:33.749Z,2814,17.677,-1,FALSE,TRUE,FALSE
238682870,Open-Source AI Security Triage by HackenProof,10,Donor 377,USDT,2,2,2026-05-07T11:42:35.524Z,16785,17.677,-1,FALSE,TRUE,FALSE
238682871,human.tech,10,Donor 2306,ETH,0.000014,0.03262546,2026-05-07T11:42:38.068Z,16899,20.902,1,FALSE,TRUE,FALSE
238682874,human.tech,10,Donor 2307,ETH,0.000011,0.02563429,2026-05-07T11:43:24.264Z,16899,20.902,1,FALSE,TRUE,FALSE
238682875,Wake: Solidity static analysis and fuzzing framework,1,Donor 2308,ETH,0.0005,1.165055,2026-05-07T11:46:26.306Z,16844,0,-1,FALSE,FALSE,FALSE
238682876,Encrypt the Mempool! Stopping Toxic MEV & Censorship,1,Donor 2308,ETH,0.0013,3.029143,2026-05-07T11:46:26.316Z,2946,0,-1,FALSE,FALSE,FALSE
238682877,Aragon,1,Donor 2309,ETH,0.001,2.32777,2026-05-07T11:53:27.330Z,16795,0,6,FALSE,FALSE,FALSE
238682878,Dappnode,1,Donor 2309,ETH,0.001,2.32777,2026-05-07T11:53:27.354Z,2242,0,6,FALSE,FALSE,FALSE
238682880,Revoke.cash,1,Donor 2309,ETH,0.001,2.32777,2026-05-07T11:53:27.368Z,2955,0,6,FALSE,FALSE,FALSE
238682881,L2BEAT,1,Donor 2310,ETH,0.0023,5.353871,2026-05-07T11:54:27.283Z,2814,18.42,13,FALSE,TRUE,FALSE
238682883,Dappnode,1,Donor 2310,ETH,0.4,931.108,2026-05-07T11:54:29.781Z,2242,18.42,13,FALSE,TRUE,FALSE
238682884,Aragon,8453,Donor 2311,USDC,5,4.99746,2026-05-07T12:01:05.639Z,16795,,,FALSE,FALSE,FALSE
238682886,human.tech,10,Donor 2312,USDC,0.01,0.00999496,2026-05-07T12:01:21.046Z,16899,,,FALSE,FALSE,FALSE
238682887,human.tech,10,Donor 2313,OP,0.01,0.00145822,2026-05-07T12:01:38.484Z,16899,,,FALSE,FALSE,FALSE
238682889,CORE3. The open risk layer for Web3,42161,Donor 2314,USDC,2.000974,1.999951502,2026-05-07T12:02:48.348Z,16845,16.026,-1,FALSE,TRUE,FALSE
238682890,Open-Source AI Security Triage by HackenProof,42161,Donor 2314,USDC,5.002436,4.999879755,2026-05-07T12:02:48.370Z,16785,16.026,-1,FALSE,TRUE,FALSE
238682891,Rekt News - Ethereum's Security Intelligence Layer,42161,Donor 2314,USDC,1.000487,0.9999757511,2026-05-07T12:02:48.378Z,16916,16.026,-1,FALSE,TRUE,FALSE
238682892,SEAL 911,42161,Donor 2314,USDC,1.000487,0.9999757511,2026-05-07T12:02:48.374Z,14585,16.026,-1,FALSE,TRUE,FALSE
238682893,Symproof by BlockScience & Shield3,42161,Donor 2314,USDC,1.000487,0.9999757511,2026-05-07T12:02:48.371Z,16922,16.026,-1,FALSE,TRUE,FALSE
238682895,human.tech,8453,Donor 2315,ETH,0.000015,0.03497865,2026-05-07T12:07:19.184Z,16899,20.428,6,FALSE,TRUE,FALSE
238682896,Quick Intel,1,Donor 561,USDC,5,4.997695,2026-05-07T12:10:03.046Z,17070,0,0,FALSE,FALSE,FALSE
238682897,CORE3. The open risk layer for Web3,1,Donor 2316,ETH,0.000429,1.00132461,2026-05-07T12:17:49.825Z,16845,16.026,-1,FALSE,TRUE,FALSE
238682898,Open-Source AI Security Triage by HackenProof,1,Donor 2316,ETH,0.001288,3.00630792,2026-05-07T12:17:51.481Z,16785,16.026,-1,FALSE,TRUE,FALSE
238682899,human.tech,10,Donor 2317,OP,0.015,0.00222468,2026-05-07T12:18:08.442Z,16899,20.902,1,FALSE,TRUE,FALSE
238682902,human.tech,10,Donor 2318,DAI,0.01,0.01001,2026-05-07T12:19:44.189Z,16899,,,FALSE,FALSE,FALSE
238682906,human.tech,10,Donor 2319,ETH,0.000005,0.0116618,2026-05-07T12:24:39.551Z,16899,,,FALSE,FALSE,FALSE
238682909,human.tech,10,Donor 2320,DAI,0.01,0.01001,2026-05-07T12:25:10.502Z,16899,,,FALSE,FALSE,FALSE
238682911,Dappnode,1,Donor 2321,ETH,0.0005,1.16648,2026-05-07T12:35:38.336Z,2242,18.837,26,FALSE,TRUE,FALSE
238682912,Protocol Guild,1,Donor 2321,ETH,0.0005,1.16648,2026-05-07T12:35:38.391Z,2821,18.837,26,FALSE,TRUE,FALSE
238682913,Encrypt the Mempool! Stopping Toxic MEV & Censorship,1,Donor 2321,ETH,0.005,11.6648,2026-05-07T12:35:38.411Z,2946,18.837,26,FALSE,TRUE,FALSE
238682914,Vyper,1,Donor 757,ETH,0.000471,1.09882416,2026-05-07T12:37:14.477Z,14490,16.026,1,FALSE,TRUE,FALSE
238682915,Remix Project,1,Donor 757,ETH,0.000471,1.09882416,2026-05-07T12:37:14.485Z,16200,16.026,1,FALSE,TRUE,FALSE
238682916,Open-Source AI Security Triage by HackenProof,1,Donor 757,ETH,0.002142,4.99720032,2026-05-07T12:37:14.497Z,16785,16.026,1,FALSE,TRUE,FALSE
238682917,Act,1,Donor 757,ETH,0.000471,1.09882416,2026-05-07T12:37:14.536Z,16190,16.026,1,FALSE,TRUE,FALSE
238682918,Open-Source AI Security Triage by HackenProof,1,Donor 2322,ETH,0.00214251128,4.998393117,2026-05-07T12:39:14.441Z,16785,0,-1,FALSE,FALSE,FALSE
238682919,CORE3. The open risk layer for Web3,1,Donor 2322,ETH,0.00214251128,4.998393117,2026-05-07T12:39:14.444Z,16845,0,-1,FALSE,FALSE,FALSE
238682922,human.tech,10,Donor 2323,DAI,0.005,0.005,2026-05-07T12:53:38.503Z,16899,,,FALSE,FALSE,FALSE
238682924,human.tech,10,Donor 2324,DAI,0.03,0.03003,2026-05-07T13:00:02.854Z,16899,20.902,1,FALSE,TRUE,FALSE
238682925,Zealynx Academy,1,Donor 2325,LINK,0.5,5.08,2026-05-07T13:11:15.360Z,16861,17.216,7,FALSE,TRUE,FALSE
238682926,Boring Security,1,Donor 2326,USDC,1.000468,0.9999987805,2026-05-07T13:13:27.774Z,16356,16.026,-1,FALSE,TRUE,FALSE
238682927,SEAL 911,1,Donor 2326,USDC,1.000468,0.9999987805,2026-05-07T13:13:27.802Z,14585,16.026,-1,FALSE,TRUE,FALSE
238682928,Open-Source AI Security Triage by HackenProof,1,Donor 2326,USDC,8.003746,7.999992243,2026-05-07T13:13:27.814Z,16785,16.026,-1,FALSE,TRUE,FALSE
238682929,CORE3. The open risk layer for Web3,1,Donor 2326,USDC,3.001405,2.999997341,2026-05-07T13:13:27.817Z,16845,16.026,-1,FALSE,TRUE,FALSE
238682930,Rekt News - Ethereum's Security Intelligence Layer,1,Donor 2326,USDC,1.000468,0.9999987805,2026-05-07T13:13:27.822Z,16916,16.026,-1,FALSE,TRUE,FALSE
238682931,Zealynx Academy,1,Donor 2327,USDC,5,4.997685,2026-05-07T13:20:16.576Z,16861,22.439,13,FALSE,TRUE,FALSE
238682933,Pharos Watch: Transparent Stablecoins Analytics,42161,Donor 2328,ETH,0.2,464.954,2026-05-07T13:26:12.016Z,16843,0,8,FALSE,FALSE,FALSE
238682934,Vyper,42161,Donor 2328,ETH,0.1,232.477,2026-05-07T13:26:12.026Z,14490,0,8,FALSE,FALSE,FALSE
238682935,DeFiScan,42161,Donor 2328,ETH,0.2,464.954,2026-05-07T13:26:12.027Z,14863,0,8,FALSE,FALSE,FALSE
